id_cliente,nome,cidade,estado
800,Rafael Pereira,Brasília,DF
801,Juliana Souza,Fortaleza,CE
802, Diego Gomes ,Curitiba,PR
803,Thiago Silva,Curitiba,PR
804,Maria Alves,São Paulo,SP
805,Lucas Mendes,Salvador,BA
806,Carlos Silva,Belo Horizonte,MG
807,Mariana Barbosa,Goiânia,GO
808,Bruno Santos,,rs
809, Thiago Pereira ,Belo Horizonte,MG
810,Bruno Martins,,ce
811,João Barbosa,Curitiba,PR
812,João Alves,Porto Alegre,RS
813,Bruno Martins,Brasília,DF
814,Lucas Rocha,Porto Alegre,RS
815,Gabriel Oliveira,São Paulo,SP
816,Juliana Ribeiro,Porto Alegre,RS
817,Renato Mendes,Salvador,BA
818,Camila Pereira,Curitiba,PR
819,Maria Gomes,Salvador,BA
820,Beatriz Ribeiro,Porto Alegre,RS
821,Maria Pereira,Salvador,BA
822,Larissa Barbosa,Salvador,BA
823,Larissa Costa,Porto Alegre,
824,Bruno Costa,Salvador,BA
825,Fernanda Ribeiro,Brasília,DF
826,Bruno Ribeiro,Recife,PE
827,Thiago Santos,Recife,PE
828,Gabriel Ribeiro,Brasília,Df
829,Ana Pereira,Salvador,BA
830,Rafael Lima,Salvador,BA
831,Pedro Barbosa,Salvador,BA
832,Maria Silva,Recife,PE
833,Mariana Costa,Recife,PE
834,Ana Martins,Brasília,DF
835,Gabriel Silva,São Paulo,SP
836,João Carvalho,Fortaleza,CE
837,Fernanda Alves,Salvador,BA
838,Diego Ribeiro,Curitiba,Pr
839, Camila Rocha ,Fortaleza,CE
840,Ana Carvalho,Recife,PE
841,Gabriel Silva,Belo Horizonte,MG
842,Lucas Silva,Goiânia,GO
843,Maria Gomes,Porto Alegre,RS
844,Amanda Souza,Rio de Janeiro,RJ
845,,Rio de Janeiro,RJ
846,Larissa Mendes,Recife,PE
847,João Ribeiro,Brasília,DF
848,Bruno Lima,Brasília,DF
849,Amanda Oliveira,Porto Alegre,RS
850,Lucas Pereira,Porto Alegre,RS
851,Juliana Martins,Porto Alegre,RS
852,Lucas Barbosa,Salvador,BA
853,,Rio de Janeiro,RJ
854,Beatriz Lima,Rio de Janeiro,RJ
855, Carlos Mendes ,Belo Horizonte,MG
856,Bruno Rocha,São Paulo,
857,Maria Ribeiro,Salvador,BA
858,Carlos Oliveira,,sp
859,Mariana Carvalho,Salvador,BA
860,Bruno Santos,Salvador,BA
861,Gabriel Gomes,Recife,PE
862,Beatriz Martins,Curitiba,PR
863,Maria Costa,Rio de Janeiro,RJ
864,Thiago Rocha,Curitiba,PR
865,Amanda Silva,Curitiba,PR
866,Patricia Rocha,São Paulo,Sp
867,João Alves,Salvador,BA
868,Amanda Oliveira,Brasília,DF
869,Juliana Gomes,Curitiba,PR
870,Amanda Souza,São Paulo,SP
871,Beatriz Barbosa,Curitiba,Pr
872,Fernanda Carvalho,Porto Alegre,Rs
873,Gabriel Gomes,Belo Horizonte,Mg
874,Thiago Rocha,Rio de Janeiro,RJ
875,Carlos Barbosa,São Paulo,SP
876,Larissa Silva,Rio de Janeiro,RJ
877,Camila Pereira,Recife,PE
878,Maria Alves,Recife,PE
879,Amanda Barbosa,Salvador,BA
880,Fernanda Silva,Salvador,BA
881,Camila Ferreira,Rio de Janeiro,rj
882,Ana Martins,Rio de Janeiro,RJ
883,Carlos Gomes,Belo Horizonte,MG
884,Renato Oliveira,Brasília,df
885,Thiago Oliveira,Recife,PE
886,Diego Lima,,pe
887,Larissa Martins,Goiânia,GO
888,Mariana Costa,Curitiba,PR
889,Amanda Carvalho,Fortaleza,CE
890,Amanda Alves,Porto Alegre,RS
891,Camila Rocha,Curitiba,PR
892,Diego Ribeiro,Fortaleza,CE
893,Larissa Pereira,Belo Horizonte,MG
894,Juliana Lima,Curitiba,PR
895,Renato Oliveira,Salvador,BA
896,Patricia Ribeiro,Brasília,DF
897,João Gomes,Curitiba,Pr
898, Bruno Costa ,Porto Alegre,RS
899,Maria Ribeiro,Belo Horizonte,MG
900, Rafael Oliveira ,Goiânia,GO
901,Fernanda Gomes,Belo Horizonte,MG
902,Camila Souza,Brasília,DF
903,Renato Souza,São Paulo,SP
904,Rafael Alves,Salvador,BA
905,Amanda Pereira,Belo Horizonte,MG
906,Pedro Costa,Curitiba,PR
907,Maria Martins,Porto Alegre,RS
908,Thiago Mendes,São Paulo,SP
909,Ana Souza,Curitiba,PR
910,Amanda Ribeiro,Recife,PE
911,Pedro Carvalho,Fortaleza,CE
912,Pedro Costa,Brasília,DF
913,Juliana Alves,Belo Horizonte,MG
914,Camila Pereira,Goiânia,GO
915,João Oliveira,Salvador,BA
916,Amanda Alves,São Paulo,SP
917,Carlos Gomes,Porto Alegre,RS
918,Diego Ferreira,Fortaleza,CE
919,Maria Ribeiro,Belo Horizonte,MG
920,Carlos Costa,Fortaleza,CE
921,Lucas Pereira,Brasília,DF
922,Patricia Santos,,pr
923,Maria Santos,Rio de Janeiro,Rj
924,Larissa Santos,Goiânia,GO
925,Patricia Gomes,Recife,PE
926,João Gomes,Rio de Janeiro,RJ
927,Amanda Santos,Goiânia,go
928,Juliana Oliveira,Porto Alegre,RS
929,Pedro Ribeiro,Recife,PE
930,João Barbosa,Curitiba,PR
931,Gabriel Ribeiro,Curitiba,PR
932,Juliana Silva,Fortaleza,CE
933,Maria Silva,Goiânia,GO
934,Pedro Ribeiro,Belo Horizonte,MG
935,Juliana Pereira,Brasília,DF
936,Ana Costa,Curitiba,PR
937,Lucas Oliveira,Curitiba,PR
938,Maria Rocha,Fortaleza,Ce
939,Bruno Oliveira,Belo Horizonte,MG
940,Renato Ferreira,Curitiba,PR
941,Camila Santos,Belo Horizonte,MG
942,Amanda Ribeiro,Goiânia,GO
943,Renato Martins,,pr
944,Fernanda Martins,Porto Alegre,RS
945,Renato Barbosa,Recife,PE
946,Beatriz Oliveira,Curitiba,PR
947,Bruno Lima,Fortaleza,CE
948,Pedro Santos,São Paulo,SP
949,Thiago Gomes,Goiânia,GO
950, Bruno Barbosa ,Curitiba,PR
951,Thiago Ribeiro,Curitiba,PR
952,Gabriel Ferreira,,ce
953,Amanda Costa,Fortaleza,CE
954,Thiago Lima,Recife,PE
955, Beatriz Alves ,Rio de Janeiro,RJ
956,Lucas Ferreira,Brasília,DF
957,Maria Souza,Salvador,BA
958,Bruno Mendes,Goiânia,GO
959,Gabriel Ferreira,Goiânia,GO
960,Diego Mendes,Brasília,DF
961,Gabriel Ferreira,Salvador,BA
962,Amanda Silva,Fortaleza,CE
963,Fernanda Santos,Fortaleza,CE
964,Mariana Costa,Salvador,BA
965,Fernanda Martins,Salvador,BA
966,Beatriz Barbosa,Belo Horizonte,MG
967,Patricia Silva,Belo Horizonte,mg
968,Mariana Lima,Fortaleza,ce
969,Maria Costa,Porto Alegre,RS
970,Gabriel Silva,Porto Alegre,RS
971,Amanda Barbosa,Recife,PE
972,Amanda Lima,Goiânia,GO
973,Diego Mendes,Curitiba,PR
974,Rafael Santos,Belo Horizonte,MG
975,João Pereira,Fortaleza,CE
976,Patricia Lima,Goiânia,
977,Amanda Souza,Fortaleza,CE
978,Beatriz Lima,Goiânia,GO
979,,Brasília,DF
980,Maria Martins,Belo Horizonte,MG
981,Gabriel Ferreira,Goiânia,GO
982,Thiago Oliveira,Brasília,DF
983,Fernanda Santos,Porto Alegre,RS
984,Bruno Pereira,São Paulo,SP
985,Thiago Oliveira,,ce
986,Renato Martins,Salvador,BA
987,Thiago Mendes,Porto Alegre,RS
988,Juliana Mendes,Brasília,DF
989,Larissa Barbosa,Curitiba,PR
990,Bruno Ribeiro,Goiânia,GO
991,Ana Oliveira,Belo Horizonte,MG
992,Mariana Oliveira,Belo Horizonte,MG
993,Larissa Souza,Curitiba,PR
994,Pedro Lima,Recife,PE
995,Pedro Mendes,Belo Horizonte,MG
996,Gabriel Gomes,Goiânia,GO
997,Amanda Souza,Curitiba,PR
998,Lucas Ribeiro,Belo Horizonte,mg
999,Diego Alves,Goiânia,GO
1000, Fernanda Silva ,Curitiba,
1001,Gabriel Ferreira,Brasília,DF
1002,João Santos,Rio de Janeiro,RJ
1003,Larissa Ferreira,Salvador,BA
1004,Amanda Pereira,Recife,PE
1005,Bruno Costa,Brasília,DF
1006,Diego Ribeiro,Salvador,BA
1007,Bruno Mendes,Recife,PE
1008,Fernanda Carvalho,Recife,PE
1009,João Barbosa,Rio de Janeiro,RJ
1010,Fernanda Alves,Salvador,BA
1011,Larissa Silva,Porto Alegre,RS
1012,Renato Santos,Fortaleza,CE
1013,Juliana Pereira,Goiânia,GO
1014,Lucas Barbosa,Belo Horizonte,MG
1015,Bruno Pereira,Belo Horizonte,MG
1016,Amanda Ferreira,Curitiba,PR
1017,Pedro Barbosa,,go
1018,Maria Barbosa,Salvador,BA
1019,Thiago Mendes,Recife,PE
1020,Diego Mendes,Brasília,DF
1021,Maria Martins,Recife,PE
1022, Juliana Gomes ,Curitiba,PR
1023,Diego Rocha,Salvador,BA
1024,,Belo Horizonte,MG
1025,Juliana Mendes,Curitiba,PR
1026,Beatriz Carvalho,Salvador,BA
1027,Patricia Ferreira,Salvador,BA
1028,Mariana Lima,Goiânia,GO
1029,Bruno Alves,Fortaleza,CE
1030,Ana Lima,Recife,PE
1031,Beatriz Lima,Fortaleza,CE
1032,Beatriz Ribeiro,Porto Alegre,RS
1033,Gabriel Oliveira,Curitiba,Pr
1034,Beatriz Oliveira,Recife,PE
1035,Juliana Mendes,,ba
1036,Amanda Pereira,Goiânia,GO
1037,Mariana Ribeiro,Salvador,BA
1038,Rafael Santos,Brasília,DF
1039,Ana Costa,Salvador,BA
1040,Gabriel Santos,Rio de Janeiro,RJ
1041,Renato Ribeiro,Porto Alegre,RS
1042,Rafael Ferreira,Goiânia,GO
1043,Mariana Costa,São Paulo,SP
1044,Bruno Santos,Belo Horizonte,MG
1045,Pedro Barbosa,Fortaleza,Ce
1046,Diego Santos,Rio de Janeiro,RJ
1047,Gabriel Ribeiro,Belo Horizonte,MG
1048,Ana Lima,Fortaleza,CE
1049,,Salvador,BA
1050,Beatriz Rocha,Fortaleza,CE
1051,Ana Costa,Goiânia,GO
1052,Thiago Martins,Fortaleza,CE
1053,Juliana Barbosa,Fortaleza,CE
1054,Camila Ferreira,Brasília,DF
1055,João Lima,Salvador,BA
1056,Beatriz Barbosa,,rs
1057,Camila Alves,São Paulo,SP
1058,Larissa Martins,Brasília,DF
1059,Gabriel Gomes,Belo Horizonte,MG
1060,Fernanda Mendes,Porto Alegre,RS
1061,Bruno Martins,Belo Horizonte,MG
1062,Camila Oliveira,Recife,PE
1063,Amanda Barbosa,Belo Horizonte,MG
1064,Larissa Silva,Curitiba,PR
1065,Ana Rocha,São Paulo,SP
1066,Beatriz Pereira,Salvador,BA
1067,Beatriz Ferreira,Recife,PE
1068, Pedro Lima ,São Paulo,SP
1069,Larissa Barbosa,Curitiba,PR
1070,Gabriel Silva,Rio de Janeiro,RJ
1071,Gabriel Rocha,Belo Horizonte,MG
1072, Rafael Oliveira ,Fortaleza,CE
1073,Gabriel Ribeiro,Salvador,BA
1074,Larissa Oliveira,Porto Alegre,RS
1075,Juliana Souza,Belo Horizonte,MG
1076,Patricia Carvalho,São Paulo,SP
1077,Carlos Gomes,,mg
1078, Beatriz Lima ,Salvador,BA
1079,Beatriz Santos,Goiânia,GO
1080,Maria Souza,Salvador,BA
1081,Carlos Lima,Recife,PE
1082,Juliana Rocha,,mg
1083,Ana Mendes,São Paulo,SP
1084,Camila Barbosa,Belo Horizonte,MG
1085,Renato Rocha,Porto Alegre,RS
1086,Larissa Costa,Rio de Janeiro,RJ
1087,Bruno Ferreira,,pe
1088,Gabriel Costa,São Paulo,SP
1089,Amanda Alves,Salvador,BA
1090,Larissa Gomes,Belo Horizonte,MG
1091,Larissa Lima,Goiânia,GO
1092,Renato Oliveira,Rio de Janeiro,RJ
1093, Ana Costa ,São Paulo,SP
1094,Carlos Souza,Goiânia,GO
1095,Beatriz Mendes,São Paulo,SP
1096,Pedro Silva,Belo Horizonte,MG
1097,Pedro Rocha,São Paulo,SP
1098,Patricia Ferreira,São Paulo,SP
1099,Maria Santos,Porto Alegre,Rs
1100,Diego Oliveira,Rio de Janeiro,RJ
1101,Lucas Pereira,Fortaleza,CE
1102,Mariana Martins,Rio de Janeiro,RJ
1103,Rafael Martins,Rio de Janeiro,RJ
1104,Gabriel Carvalho,Curitiba,PR
1105,Juliana Carvalho,Fortaleza,CE
1106,Juliana Martins,Brasília,DF
1107,Fernanda Pereira,Brasília,DF
1108,Bruno Ferreira,Recife,PE
1109,Maria Ribeiro,,go
1110,Camila Silva,Porto Alegre,RS
1111,Renato Silva,Porto Alegre,RS
1112,Thiago Lima,Rio de Janeiro,rj
1113,Ana Mendes,Salvador,BA
1114,Bruno Ribeiro,Rio de Janeiro,RJ
1115,Lucas Santos,Salvador,BA
1116,Thiago Oliveira,Goiânia,GO
1117, Thiago Gomes ,Rio de Janeiro,RJ
1118,Renato Ferreira,Brasília,DF
1119,Fernanda Silva,Brasília,Df
1120,Renato Lima,Salvador,BA
1121,Maria Gomes,Recife,PE
1122,Pedro Alves,Brasília,DF
1123,Ana Carvalho,Rio de Janeiro,RJ
1124,Larissa Gomes,Porto Alegre,
1125,Ana Lima,Recife,PE
1126,Thiago Pereira,Fortaleza,CE
1127,Fernanda Alves,Rio de Janeiro,RJ
1128,Thiago Santos,Rio de Janeiro,RJ
1129,Juliana Pereira,Salvador,BA
1130,Camila Costa,Salvador,BA
1131,Rafael Lima,Recife,pe
1132,Lucas Ferreira,Curitiba,PR
1133,Carlos Souza,Belo Horizonte,MG
1134,Camila Silva,Salvador,BA
1135,Rafael Barbosa,São Paulo,SP
1136,Lucas Pereira,Fortaleza,CE
1137,Beatriz Lima,São Paulo,SP
1138,Diego Souza,Porto Alegre,RS
1139,Amanda Mendes,São Paulo,SP
1140,Pedro Gomes,Porto Alegre,RS
1141,Juliana Oliveira,São Paulo,SP
1142,Gabriel Alves,Brasília,DF
1143,Renato Barbosa,Goiânia,GO
1144,Diego Rocha,Fortaleza,CE
1145,,Belo Horizonte,MG
1146,Beatriz Gomes,,pr
1147,Juliana Ribeiro,Belo Horizonte,MG
1148,Bruno Souza,Porto Alegre,RS
1149,João Mendes,Belo Horizonte,MG
1150,Ana Santos,Brasília,DF
1151,Fernanda Martins,Belo Horizonte,MG
1152,Camila Carvalho,Recife,PE
1153,Ana Pereira,Curitiba,PR
1154,Diego Lima,Brasília,DF
1155,Ana Costa,Salvador,Ba
1156,Carlos Costa,Salvador,BA
1157,João Carvalho,Brasília,DF
1158,Bruno Lima,Belo Horizonte,MG
1159,Amanda Mendes,Goiânia,GO
1160,Fernanda Alves,São Paulo,SP
1161,Beatriz Lima,Fortaleza,CE
1162,Juliana Costa,Brasília,DF
1163,Lucas Alves,São Paulo,SP
1164,Bruno Martins,Belo Horizonte,MG
1165,Lucas Santos,Curitiba,PR
1166,Amanda Barbosa,Salvador,BA
1167,Patricia Gomes,São Paulo,SP
1168,Renato Gomes,Goiânia,GO
1169,Larissa Souza,Fortaleza,CE
1170,Maria Alves,Fortaleza,CE
1171,Maria Gomes,Fortaleza,CE
1172,Lucas Ribeiro,Recife,PE
1173,Camila Rocha,Curitiba,PR
1174,Maria Lima,Recife,PE
1175,Diego Oliveira,Curitiba,PR
1176,Larissa Lima,Brasília,DF
1177,Mariana Rocha,Goiânia,GO
1178,Rafael Santos,Porto Alegre,RS
1179,Mariana Oliveira,Rio de Janeiro,RJ
1180,Juliana Santos,Fortaleza,CE
1181,Diego Costa,Brasília,DF
1182, Mariana Carvalho ,Goiânia,GO
1183,Mariana Lima,Curitiba,PR
1184, Camila Ribeiro ,Recife,PE
1185,Ana Pereira,São Paulo,SP
1186,Rafael Barbosa,Recife,PE
1187,,Recife,PE
1188,Beatriz Rocha,Brasília,DF
1189,João Alves,Fortaleza,CE
1190,Lucas Souza,Curitiba,PR
1191,Maria Lima,São Paulo,SP
1192,Camila Carvalho,Rio de Janeiro,rj
1193,Mariana Costa,Porto Alegre,RS
1194,Amanda Costa,Recife,PE
1195,Maria Santos,Porto Alegre,RS
1196,Pedro Martins,Fortaleza,Ce
1197,Carlos Mendes,Salvador,BA
1198,Lucas Souza,Rio de Janeiro,RJ
1199,Diego Santos,Recife,PE
1200,Camila Martins,Goiânia,GO
1201,Thiago Ferreira,Curitiba,PR
1202,Beatriz Barbosa,Curitiba,PR
1203,Camila Pereira,São Paulo,SP
1204,Carlos Pereira,Goiânia,GO
1205,Renato Ferreira,Fortaleza,CE
1206,Lucas Ribeiro,Porto Alegre,RS
1207,Diego Carvalho,São Paulo,SP
1208,Gabriel Silva,Curitiba,PR
1209,Beatriz Barbosa,São Paulo,SP
1210,Rafael Carvalho,Recife,PE
1211,Maria Ribeiro,Goiânia,GO
1212,Larissa Silva,Belo Horizonte,MG
1213,Juliana Santos,Curitiba,PR
1214, Gabriel Costa ,Goiânia,GO
1215,Carlos Ribeiro,Salvador,BA
1216,Pedro Barbosa,Belo Horizonte,MG
1217,Camila Pereira,Fortaleza,CE
1218,Maria Pereira,Rio de Janeiro,RJ
1219,,Recife,PE
1220,Renato Barbosa,Fortaleza,CE
1221,Carlos Lima,Belo Horizonte,MG
1222,Diego Oliveira,São Paulo,SP
1223, Amanda Santos ,Salvador,BA
1224, Diego Ribeiro ,São Paulo,SP
1225,Lucas Carvalho,Belo Horizonte,MG
1226,Renato Rocha,Rio de Janeiro,RJ
1227,Carlos Silva,Goiânia,GO
1228,Larissa Ferreira,Fortaleza,CE
1229,Camila Alves,Curitiba,Pr
1230,Renato Rocha,São Paulo,SP
1231,Maria Oliveira,Brasília,Df
1232,Mariana Rocha,Goiânia,GO
1233,Lucas Santos,Recife,PE
1234,Rafael Oliveira,Recife,PE
1235,Rafael Barbosa,Belo Horizonte,MG
1236,Amanda Mendes,Salvador,BA
1237,Renato Carvalho,Recife,PE
1238, Carlos Ferreira ,Recife,PE
1239,Juliana Lima,Fortaleza,CE
1240,Carlos Carvalho,Fortaleza,CE
1241,Larissa Rocha,Brasília,DF
1242,Fernanda Costa,Recife,PE
1243,Thiago Martins,Brasília,DF
1244,Fernanda Costa,Rio de Janeiro,RJ
1245,Beatriz Oliveira,Goiânia,GO
1246,Carlos Rocha,Curitiba,PR
1247,Amanda Oliveira,Goiânia,GO
1248,Beatriz Souza,Rio de Janeiro,RJ
1249,Thiago Silva,Curitiba,PR
1250,Camila Gomes,Goiânia,GO
1251,Renato Ribeiro,Goiânia,GO
1252,Patricia Ferreira,Rio de Janeiro,RJ
1253,Diego Gomes,Curitiba,PR
1254, Larissa Souza ,São Paulo,SP
1255,Juliana Oliveira,Porto Alegre,RS
1256,Thiago Gomes,Salvador,BA
1257,Patricia Pereira,Curitiba,PR
1258,Gabriel Ferreira,Brasília,DF
1259,Ana Lima,São Paulo,Sp
1260,,Recife,PE
1261,Ana Santos,Curitiba,PR
1262,Rafael Martins,Goiânia,GO
1263,Larissa Rocha,Brasília,DF
1264,Amanda Silva,Goiânia,GO
1265,Diego Mendes,Brasília,DF
1266,Maria Souza,Goiânia,GO
1267,Thiago Barbosa,Rio de Janeiro,RJ
1268,Bruno Rocha,Fortaleza,Ce
1269,Pedro Alves,Recife,PE
1270,Pedro Ribeiro,Goiânia,Go
1271,João Barbosa,Recife,PE
1272,Renato Martins,Salvador,BA
1273,Camila Costa,São Paulo,SP
1274,Camila Mendes,São Paulo,SP
1275,Thiago Souza,Porto Alegre,RS
1276,Camila Barbosa,Rio de Janeiro,RJ
1277, Bruno Mendes ,Curitiba,PR
1278,Bruno Silva,Rio de Janeiro,RJ
1279,Ana Rocha,Salvador,BA
1280,Fernanda Barbosa,Curitiba,PR
1281,Renato Santos,Curitiba,PR
1282,Beatriz Martins,Brasília,DF
1283,Mariana Pereira,Goiânia,GO
1284,Bruno Oliveira,São Paulo,SP
1285,Camila Barbosa,Fortaleza,CE
1286,Gabriel Barbosa,Porto Alegre,RS
1287,João Ribeiro,Recife,PE
1288,Diego Souza,Rio de Janeiro,RJ
1289,Patricia Mendes,Salvador,BA
1290,Bruno Gomes,Recife,PE
1291,Thiago Pereira,Fortaleza,CE
1292,Mariana Carvalho,,ce
1293,,,rj
1294,Carlos Rocha,Salvador,BA
1295,Lucas Souza,São Paulo,SP
1296, Amanda Pereira ,Goiânia,GO
1297,Carlos Santos,Goiânia,GO
1298,Thiago Costa,Rio de Janeiro,RJ
1299,Rafael Santos,Recife,PE
1300,Patricia Carvalho,Porto Alegre,RS
1301, Maria Gomes ,Brasília,DF
1302, Bruno Costa ,Recife,Pe
1303,Lucas Gomes,Curitiba,PR
1304,Larissa Martins,Belo Horizonte,MG
1305,Rafael Mendes,Rio de Janeiro,rj
1306, Bruno Rocha ,São Paulo,SP
1307,João Souza,Brasília,DF
1308,Gabriel Silva,Fortaleza,CE
1309,Beatriz Martins,Brasília,DF
1310,Pedro Alves,São Paulo,SP
1311,Beatriz Oliveira,Goiânia,GO
1312,Renato Ribeiro,Brasília,Df
1313,Pedro Ferreira,Fortaleza,CE
1314,Rafael Ribeiro,Belo Horizonte,MG
1315, Gabriel Pereira ,Porto Alegre,RS
1316,Juliana Barbosa,Rio de Janeiro,RJ
1317,Lucas Lima,São Paulo,SP
1318,Thiago Alves,Recife,PE
1319,Camila Barbosa,Fortaleza,CE
1320,João Souza,Salvador,Ba
1321,Maria Gomes,Rio de Janeiro,RJ
1322,Diego Rocha,Fortaleza,CE
1323,Pedro Souza,Curitiba,PR
1324,,Goiânia,go
1325,Ana Silva,Curitiba,PR
1326,Carlos Rocha,Goiânia,GO
1327,Carlos Oliveira,Recife,PE
1328,Pedro Pereira,Brasília,DF
1329,Gabriel Carvalho,Rio de Janeiro,RJ
1330,Ana Carvalho,Belo Horizonte,MG
1331,Renato Santos,Rio de Janeiro,RJ
1332,Mariana Ferreira,Fortaleza,CE
1333,Thiago Souza,Curitiba,
1334,Amanda Gomes,,pr
1335,João Silva,Curitiba,PR
1336,Thiago Ribeiro,Brasília,DF
1337,Beatriz Lima,Belo Horizonte,MG
1338,Rafael Martins,Belo Horizonte,MG
1339,Maria Costa,Recife,PE
1340,Camila Ferreira,,df
1341,Carlos Oliveira,Goiânia,GO
1342,Larissa Alves,Recife,PE
1343,Bruno Souza,Belo Horizonte,MG
1344,Beatriz Barbosa,Curitiba,PR
1345,Maria Ferreira,Porto Alegre,RS
1346,Amanda Rocha,São Paulo,SP
1347, Larissa Costa ,Curitiba,PR
1348,Carlos Santos,Belo Horizonte,MG
1349,Renato Martins,Belo Horizonte,MG
1350,Fernanda Oliveira,Salvador,BA
1351,Patricia Pereira,Brasília,DF
1352, Thiago Barbosa ,São Paulo,SP
1353,Amanda Rocha,Curitiba,PR
1354,Lucas Ferreira,Porto Alegre,RS
1355,Thiago Souza,Porto Alegre,RS
1356,Rafael Martins,Curitiba,PR
1357,Camila Costa,Goiânia,GO
1358,Larissa Alves,Rio de Janeiro,RJ
1359,Lucas Barbosa,Recife,PE
1360,Fernanda Alves,Salvador,BA
1361,Thiago Lima,Goiânia,GO
1362,Maria Souza,Recife,PE
1363,Patricia Gomes,Recife,PE
1364,Carlos Rocha,Recife,PE
1365,João Martins,Belo Horizonte,MG
1366,Pedro Silva,Recife,PE
1367,Rafael Silva,Recife,PE
1368,Gabriel Costa,Salvador,BA
1369,João Santos,Brasília,DF
1370,Maria Ribeiro,Brasília,DF
1371,Amanda Pereira,Rio de Janeiro,RJ
1372,Maria Ferreira,São Paulo,SP
1373,Amanda Souza,Salvador,BA
1374,Pedro Pereira,Curitiba,PR
1375,Carlos Barbosa,Goiânia,GO
1376,Fernanda Carvalho,Salvador,BA
1377,Patricia Mendes,São Paulo,Sp
1378,Beatriz Oliveira,Recife,PE
1379,Larissa Ribeiro,Recife,PE
1380,Pedro Pereira,Recife,
1381,Mariana Ribeiro,Rio de Janeiro,RJ
1382,Ana Barbosa,Curitiba,PR
1383,João Ribeiro,Brasília,DF
1384,Ana Barbosa,Salvador,BA
1385,João Ribeiro,Belo Horizonte,Mg
1386,Fernanda Carvalho,Brasília,DF
1387,Renato Barbosa,Goiânia,GO
1388,Larissa Rocha,Recife,PE
1389,Camila Costa,Porto Alegre,RS
1390,Camila Souza,Curitiba,PR
1391,Mariana Costa,Fortaleza,CE
1392,Ana Costa,Belo Horizonte,MG
1393,Thiago Lima,Recife,PE
1394,Larissa Souza,Salvador,BA
1395,Rafael Costa,Fortaleza,CE
1396,Gabriel Barbosa,Curitiba,PR
1397,Ana Silva,Fortaleza,CE
1398,Camila Barbosa,Porto Alegre,RS
1399,Thiago Lima,Goiânia,GO
1400,Renato Oliveira,Recife,PE
1401,Larissa Oliveira,,rs
1402,Fernanda Rocha,Salvador,
1403, Lucas Alves ,Porto Alegre,RS
1404,Rafael Santos,Fortaleza,CE
1405,Amanda Souza,Salvador,BA
1406,Patricia Ferreira,Brasília,DF
1407,Juliana Ribeiro,Recife,PE
1408,Rafael Martins,Recife,PE
1409,Patricia Martins,Curitiba,PR
1410,Ana Pereira,Porto Alegre,RS
1411,Renato Santos,Goiânia,GO
1412,Patricia Mendes,Brasília,DF
1413,Thiago Lima,Belo Horizonte,MG
1414,Larissa Barbosa,São Paulo,SP
1415,Thiago Ribeiro,Recife,PE
1416,João Silva,Curitiba,PR
1417,Beatriz Oliveira,Porto Alegre,RS
1418,Fernanda Silva,Rio de Janeiro,RJ
1419,Pedro Ferreira,Goiânia,GO
1420,Bruno Barbosa,Rio de Janeiro,RJ
1421,João Mendes,Curitiba,PR
1422,Rafael Lima,Salvador,BA
1423,Patricia Ferreira,São Paulo,SP
1424,Pedro Pereira,Curitiba,PR
1425,Mariana Carvalho,Salvador,BA
1426,Camila Mendes,Salvador,
1427,Ana Silva,Curitiba,PR
1428,Beatriz Martins,Salvador,BA
1429,Lucas Lima,Fortaleza,CE
1430,Larissa Oliveira,Brasília,DF
1431, Ana Silva ,Recife,PE
1432,Ana Rocha,Goiânia,GO
1433,Mariana Ribeiro,São Paulo,SP
1434,Ana Lima,Belo Horizonte,MG
1435,Pedro Martins,Rio de Janeiro,Rj
1436,Patricia Souza,Belo Horizonte,MG
1437,Diego Souza,Recife,PE
1438,Pedro Ribeiro,São Paulo,SP
1439,Amanda Pereira,Goiânia,GO
1440,Juliana Silva,Rio de Janeiro,RJ
1441,Bruno Ferreira,Salvador,BA
1442,Amanda Alves,Fortaleza,CE
1443,Thiago Silva,Fortaleza,CE
1444,Camila Costa,,ce
1445,Lucas Barbosa,Salvador,BA
1446,Carlos Costa,Salvador,BA
1447,Diego Alves,Brasília,DF
1448,Carlos Rocha,Rio de Janeiro,RJ
1449,Juliana Ribeiro,Fortaleza,CE
1450,Beatriz Oliveira,Brasília,DF
1451,Camila Rocha,Belo Horizonte,MG
1452,Patricia Pereira,Rio de Janeiro,RJ
1453,Juliana Costa,São Paulo,SP
1454,Carlos Gomes,Recife,PE
1455,Carlos Lima,Brasília,DF
1456,Carlos Costa,Rio de Janeiro,RJ
1457,Lucas Gomes,Rio de Janeiro,RJ
1458,Beatriz Mendes,Goiânia,GO
1459,Gabriel Ferreira,Recife,PE
1460,Beatriz Mendes,Curitiba,PR
1461,Bruno Barbosa,Recife,PE
1462,João Oliveira,São Paulo,SP
1463,João Costa,Brasília,DF
1464,Camila Oliveira,Rio de Janeiro,RJ
1465,Beatriz Rocha,Belo Horizonte,MG
1466,Diego Mendes,Fortaleza,CE
1467,Larissa Silva,São Paulo,SP
1468,Carlos Gomes,Recife,PE
1469,Rafael Souza,São Paulo,SP
1470,Camila Costa,Recife,PE
1471,Gabriel Barbosa,Rio de Janeiro,RJ
1472,Larissa Barbosa,Recife,PE
1473,Maria Gomes,Porto Alegre,RS
1474,Amanda Ferreira,Porto Alegre,RS
